NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(�g),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(�g),Folic_Acid_(�g),Food_Folate_(�g),Folate_DFE_(�g),Choline_Tot_(mg),Vit_B12_(�g),Vit_A_IU,Vit_A_RAE,Retinol_(�g),Alpha_Carot_(�g),Beta_Carot_(�g),Beta_Crypt_(�g),Lycopene_(�g),Lut+Zea_(�g),Vit_E_(mg),Vit_D_�g,Vit_D_IU,Vit_K_(�g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
8082,"CEREALS RTE,GENERAL MILLS,WHEAT CHEX",2.5,345,9.8,1.8,3.6,82.2,12.2,10.3,213,30.6,85,319,369,570,11.2,0.397,3.922,5,12.8,0.8,0.9,10.6,0.582,1.064,851,832,19,1433,28.5,3.2,1064,317,317,0,5,0,0,191,0.68,2.1,85,1.8,0.4,0.3,1.0,0,47,".75 cup,  (1 NLEA serving)",,,0
8083,"CEREALS RTE,MALT-O-MEAL,CORN BURSTS",2.5,385,3.32,0.35,3.24,90.59,1.9,46.88,5,5.8,4,37,71,855,4.84,0.058,,6.5,48.4,2.42,2.74,32.25,,3.23,323,289,34,525,4.7,4.84,2419,700,695,30,46,0,0,780,0.07,3.2,129,0,0.093,0.084,0.157,0,31,"1 cup,  (1 NLEA serving)",,,0
8084,"CEREALS RTE,WHEAT GERM,TSTD,PLN",5.6,382,29.1,10.7,5,49.6,15.1,7.8,45,9.09,320,1146,947,4,16.67,0.62,19.956,65,6,1.67,0.82,5.59,1.387,0.978,352,0,352,352,178.6,0.0,103,5,0,0,62,0,0,790,15.99,0,0,4,1.83,1.5,6.62,0,28.35,1 oz,113,1 cup,0
8087,"CEREALS RTE,GENERAL MILLS,MULTI-GRAIN CHEERIOS",2.5,370,8.3,4.09,3.7,81.4,8.7,21.2,345,27.89,55,276,483,401,12.89,0.265,2.04,27.7,20.7,1.29,1.5,17.2,,1.72,690,671,19,1159,23.6,5.19,1724,502,499,18,28,0,0,404,0.62,3.4,138,1.8,0.89,1.2,1.7,0,29,"1 cup,  (1 NLEA serving)",,,0
8089,"CEREALS RTE,GENERAL MILLS,WHEATIES",2.6,353,8.3,2.3,3.5,83.3,10.1,15.2,74,33.3,89,296,328,732,27.8,0.267,3.657,4.7,22.2,2.8,3.1,37.0,0.542,3.704,741,722,19,1246,32.9,11.1,1852,554,553,0,4,0,0,178,0.64,3.7,148,1.7,0.5,0.4,1.2,0,27,".75 cup,  (1 NLEA serving)",,,0
8138,"CEREALS RTE,MALT-O-MEAL,MARSHMLLW MATEYS",2.19,387,6.94,3.53,4.57,82.77,4.9,40.91,333,30,71,232,186,667,12.5,0.202,,14.6,20,1.25,1.41,16.67,,1.66,667,648,19,1120,19.4,5.0,1667,500,500,0,0,0,0,76,0.2,3.3,133,0.9,0.719,1.42,1.3,0,30,1 cup,,,0
8146,"CEREALS RTE,QUAKER,QUAKER PUFFED WHEAT",3.69,366,16.26,2.15,1.51,76.39,9.4,1.37,24,4.41,133,331,364,5,3.07,0.453,,123.1,0,0.639,0.397,5.286,,0.13,154,122,32,240,32.7,0.42,11,0,0,0,0,0,0,0,0,0,0,2,0.413,0.313,1.073,0,15,"1 cup,  (1 NLEA serving)",,,0
8148,"CEREALS RTE,POST,SHREDDED WHEAT,ORIGINAL SPOON-SIZE",3.0,351,11.8,2.1,1.7,81.4,12.4,0.9,58,2.5,133,384,387,2,3.05,0.334,,5.9,0,0.29,0.09,5.64,0.801,0.14,40,0,40,40,23.1,0.0,0,0,0,0,0,0,0,175,0.65,0,0,1.5,0.4,0.3,1.3,0,49,"1 cup,  (1 NLEA serving)",,,0
8156,"CEREALS RTE,RICE,PUFFED,FORT",3.0,402,6.3,0.5,0.4,89.8,1.7,,6,31.7,25,98,113,3,1.03,0.169,1.5,10.5,0,2.6,1.8,35.3,0.32,0.075,19,0,19,19,,0.0,0,0,0,,,,,,,,,,0.13,,,0,14,1 cup,14.2,.5 oz,0
8157,"CEREALS RTE,WHEAT,PUFFED,FORT",3.0,364,14.7,1.2,1.5,79.6,4.4,,28,31.7,145,355,348,4,2.36,0.409,1.755,123.1,0,2.6,1.8,35.3,0.518,0.17,32,0,32,32,,0.0,0,0,0,,,,,,,,,,0.2,,,0,12,1 cup,14.2,.5 oz,0
8189,"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA WO/ RAISINS",3.5,389,8.7,5.7,1.2,80.9,7,28.3,33,3.7,68,228,215,257,7.7,0.6,,17.3,6,0.76,0.87,10.2,,4.08,816,797,19,1374,22.6,12.0,1531,459,459,0,0,0,0,0,2.43,2.1,82,1.3,1.39,2.5,1.6,0,49,".5 cup,  (1 NLEA serving)",,,0
8191,"CEREALS RTE,POST,SHREDDED WHEAT,LIGHTLY FRSTD,SPOON-SIZE",6.0,352,7.8,1.9,0.8,83.8,9.6,22.3,13,3.46,93,276,327,19,2.88,0.173,4.198,4.1,0,0.72,0.82,9.62,0.883,0.96,192,173,19,313,20,2.88,0,0,0,0,0,0,0,0,0.32,0,0,1,0.3,0.271,0.925,0,52,"1 cup,  (1 NLEA serving)",,,0
8192,"CEREALS RTE,POST SELECTS BLUEBERRY MORNING",4.7,395,6.5,5.3,1.81,81.6,4.7,29.2,41,3.3,57,162,195,341,1.6,0.2,,16.7,0.9,0.7,0.8,9.1,,0.9,182,163,19,296,16.3,2.7,1364,400,398,7,19,0,0,205,1.56,1.8,73,12.7,0.6,2.9,1.5,0,55,"1.25 cup,  (1 NLEA serving)",,,0
8194,"CEREALS RTE,GENERAL MILLS,REESE'S PUFFS",2.6,413,6.8,11.1,3.8,75.6,4.7,35.3,345,15.5,55,207,244,555,12.9,0.229,0.473,6.5,20.7,1.3,1.5,17.2,0.453,1.724,345,326,19,573,18.4,5.2,1724,495,490,27,41,0,0,577,23.64,3.4,138,1.8,2.1,4.7,3.7,0,29,".75 cup,  (1 NLEA serving)",,,0
8202,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,CRUNCHY ALMOND",2.9,390,9.89,6.69,2.2,78.09,8.2,22.89,33,15,67,167,336,212,1.5,0.345,,17.3,0,0.2,0.1,6.69,0.829,0.66,67,48,19,100,32.4,0.0,1,0,0,0,1,0,0,132,1.46,0,0,1.6,1.1,3.1,2.2,0,60,"1 cup,  (1 NLEA serving)",,,0
8210,"CEREALS RTE,QUAKER,QUAKER OAT CINN LIFE",4.3,374,9.14,4.1,3.44,79.02,6.3,25.18,387,23.22,90,390,260,463,13.78,,,,0.1,1.37,1.55,18.22,,1.83,1318,1299,19,2227,,0.0,35,2,,,,,,,0.55,0,0,,0.77,1.37,1.3,0,32,".75 cup,  (1 NLEA serving)",,,0
8211,"CEREALS RTE,QUAKER,HONEY GRAHAM OH!S",2.75,412,3.92,7.63,2.05,83.65,2.1,43.23,11,19.52,43,133,167,679,5.99,0.09,,7.8,36.4,1.049,0.572,4.334,,0.321,563,544,19,945,7,0.0,1496,436,434,15,23,0,0,398,5.39,0,0,0.7,5.709,0.704,0.722,0,27,".75 cup,  (1 NLEA serving)",,,0
8216,"CEREALS RTE,QUAKER,TSTD MULTIGRAIN CRISPS",4.0,372,12.38,5.11,3.61,74.9,10.2,16.34,242,29.9,168,518,438,365,7.72,0.317,3.85,7,11.5,0.72,0.82,9.78,0.85,0.89,737,718,19,1240,24.6,0.0,1224,359,358,9,14,0,0,310,3.11,0,0,2.1,0.91,1.58,2.04,0,57,"1.25 cup,  (1 NLEA serving)",,,0
8218,"CEREALS RTE,QUAKER,QUAKER GRANOLA W/ OATS,WHEAT& RAISINS",3.39,412,9.66,10.38,1.9,74.67,9.4,24.63,101,2.69,110,357,501,54,2.64,0.318,2.521,13.8,0.5,0.379,0.26,2.12,0.82,0.229,33,0,33,33,31.8,0.15,8,0,0,0,5,0,0,114,1.15,0,0,6.5,1.12,5.87,2.39,2,51,".5 cup,  (1 NLEA serving)",,,0
8220,"CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS",3.4,388,8.42,5.52,2.1,80.57,9.6,25.65,65,2.58,100,316,431,234,1.59,0.265,1.554,17.3,0.4,0.368,0.201,2.371,0.682,0.248,29,0,29,29,31.3,0.06,21,1,0,5,8,0,0,224,1.07,0,0,3,0.97,2.548,1.438,1,55,".666 cup,  (1 NLEA serving)",,,0
8239,"CEREALS RTE,GENERAL MILLS,BERRY BURST CHEERIOS,TRIPLE BERRY",2.04,378,8.8,4.5,4.1,80.5,7.6,27,370,16.7,89,222,230,639,13.9,0.253,2.32,18.5,22.2,1.4,1.6,18.5,0.749,1.852,741,722,19,1246,27.4,5.6,1852,549,548,7,12,0,0,262,0.44,3.7,148,4.1,1.0,1.6,1.6,0,27,".75 cup,  (1 NLEA serving)",,,0
8243,"CEREALS RTE,GENERAL MILLS,HONEY NUT CLUSTERS",2.35,374,7.7,2.0,2.8,85.2,6.3,24.8,34,7.9,42,140,184,515,6.6,0.263,2.447,33.7,10.5,0.7,0.7,8.8,0.567,0.877,175,156,19,285,19.4,2.6,0,0,0,0,0,0,0,109,0.39,0,0,1.1,0.5,0.2,0.4,0,57,"1 cup,  (1 NLEA serving)",,,0
8244,"CEREALS RTE,GENERAL MILLS,FIBER ONE BRAN CRL",3.22,207,6.59,2.29,3.5,84.3,46.2,1,333,15,53,200,374,356,12.5,0.185,,9,20,1.29,1.39,16.7,,1.66,333,314,19,553,12.3,5.0,18,1,0,5,9,0,0,360,0.3,0,0,0.6,0.4,0.5,1.29,0,30,".5 cup,  (1 NLEA serving)",,,0
8247,"CEREALS RTE,GENERAL MILLS,TOTAL RAISIN BRAN",8.36,312,5.6,1.6,7.6,76.8,9.1,32.3,1887,34,60,189,504,339,28.3,0.218,1.483,7,0,2.8,3.2,37.7,18.868,3.774,755,736,19,1270,16,11.3,943,281,281,2,4,0,0,158,25.47,4.7,189,1.9,0.4,0.3,0.8,0,53,"1 cup,  (1 NLEA serving)",,,0
8259,"CEREALS RTE,KELLOGG,KELLOGG'S CRISPIX",3.0,378,6.59,0.8,2.4,87.19,1,12.8,9,28,13,45,71,660,5.19,0.205,,12.4,21,1.8,2.04,24.1,0.219,2.41,966,947,19,1629,6,6.19,1724,494,489,0,39,34,0,196,0.1,3.5,138,0.1,0.2,0.2,0.3,0,29,"1 cup,  (1 NLEA serving)",,,0
8261,"CEREALS RTE,GENERAL MILLS,RAISIN NUT BRAN",4.03,368,8.19,5.3,2.59,80,12.2,28.5,41,9.19,65,204,357,440,7.69,0.355,,7,0.3,0.8,0.89,10.19,,1.02,204,185,19,334,24.3,3.09,8,0,0,1,4,0,0,177,1.91,0,0,2.8,1.0,2.0,2.0,0,49,".75 cup,  (1 NLEA serving)",,,0
8262,"CEREALS RTE,GENERAL MILLS,BASIC 4",6.25,358,6.69,4.0,4,79.09,9.1,22.5,455,8.19,58,182,318,506,6.8,0.33,,17,0.3,0.69,0.8,9.1,,0.9,182,163,19,296,19.1,2.7,909,265,263,7,15,2,0,280,1.66,1.8,73,1.7,1.29,1.2,1.1,0,55,"1 cup,  (1 NLEA serving)",,,0
8263,"CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS",2.29,386,8.3,6.09,3.4,79.9,7.3,34.2,333,15,80,267,248,390,12.5,0.251,,18.8,20,1.29,1.39,16.7,,1.66,667,648,19,1120,17.7,5.0,1667,498,498,0,3,2,0,104,0.68,3.3,133,3.1,1.1,2.79,1.89,0,30,".75 cup,  (1 NLEA serving)",,,0
8267,"CEREALS RTE,GENERAL MILLS,FRSTD CHEERIOS",2.2,376,9.0,4.69,4.19,79.8,7.5,32,370,16.7,89,296,254,553,13.89,0.269,,21.6,22.2,1.39,1.6,18.5,,1.85,741,722,19,1246,28.5,5.59,1852,554,554,2,3,0,0,116,0.33,3.7,148,1.5,1.1,1.7,1.79,0,27,".75 cup,  (1 NLEA serving)",,,0
8268,"CEREALS RTE,GENERAL MILLS,FRANKENBERRY",1.89,386,5.5,4.3,2.9,85.4,4.2,27.29,303,13.6,24,182,163,458,11.39,0.129,,19.8,18.2,1.1,1.29,15.19,,1.51,303,284,19,502,10.9,4.5,1515,420,413,41,63,0,0,956,0.77,3,121,1.2,0.5,2.09,1.39,0,33,"1 cup,  (1 NLEA serving)",,,0
8272,"CEREALS RTE,GENERAL MILLS,CINN TOAST CRUNCH",3.24,410,5.45,10.25,3.07,77.99,6.8,30.3,444,20.48,54,199,201,567,18.12,0.192,1.545,4.7,19.4,2.467,2.067,24.533,0.465,2.7,368,349,19,613,13.1,6.65,3066,918,918,0,4,2,0,85,2.14,5.3,210,9.4,0.975,4.92,2.11,0,31,".75 cup,  (1 NLEA serving)",,,0
8273,"CEREALS RTE,GENERAL MILLS,BOO BERRY",1.89,386,5.5,4.3,2.9,85.4,4.2,27.29,303,13.6,48,182,163,458,11.39,0.129,,6.5,18.2,1.1,1.29,15.19,,1.51,303,284,19,502,10.9,4.5,1515,421,414,40,61,0,0,970,0.58,3,121,1.6,0.5,2.09,1.39,0,33,"1 cup,  (1 NLEA serving)",,,0
8274,"CEREALS RTE,GENERAL MILLS,BERRY BERRY KIX",2.09,376,6.19,4.19,3.59,83.9,5.8,21,421,23.7,42,211,228,517,7.9,0.165,0.332,12.2,18.9,0.8,0.89,10.5,0.471,1.05,526,507,19,881,14.8,3.2,1579,433,425,48,74,0,0,1089,0.4,3.2,126,0.6,0.6,1.7,1.7,0,33,"1.25 cup,  (1 NLEA serving)",,,0
8277,"CEREALS RTE,GENERAL MILLS,NATURE VALLEY LOFAT FRUIT GRANOLA",5.59,381,7.9,4.69,2.4,79.4,5,31.89,36,2,44,146,253,497,1.1,0.199,,13,0.8,0.1,0.1,0.69,,0.111,10,0,10,10,16.3,0.0,4,0,0,0,1,1,0,66,1.02,0,0,1.3,0.89,2.1,1.39,0,55,".667 cup,  (1 NLEA serving)",,,0
8284,"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA W/ RAISINS",3.8,381,9.0,5.2,1.96,80.1,7.4,27.9,36,3.3,68,226,204,249,6.3,0.32,,17.3,4,0.63,0.71,8.3,0.63,3.33,667,648,19,1121,24,10.0,1250,375,375,0,0,0,0,100,5.85,1.8,73,1.8,1.2,2.2,1.6,0,60,".667 cup,  (1 NLEA serving)",,,0
8286,"CEREALS RTE,KELLOGG,KELLOGG'S MUESLIX",10.0,355,8.6,5.4,1.1,74.9,7.7,25.1,36,8.19,67,225,324,239,2.59,0.329,,21.2,0.3,0.68,0.76,9.1,,3.64,727,708,19,1223,22.4,10.89,545,157,156,7,12,0,0,259,9.82,0.7,29,1.6,0.6,2.5,1.39,0,55,".67 cup,  (1 NLEA serving)",,,0
8288,"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES TREATS CRL",3.5,395,4.3,4.19,2.4,85.59,0.4,29.6,10,6,21,62,51,567,0.69,0.107,,5.7,20,1.25,1.41,16.7,,1.66,333,329,4,563,2.5,5.0,1667,500,500,0,0,0,0,0,0.36,3.3,133,1,0.89,1.2,0.2,1,30,".75 cup,  (1 NLEA serving)",,,0
8290,"CEREALS RTE,HEALTH VALLEY,FIBER 7 FLAKES",3.0,353,14.44,1.41,3,78.15,14.1,20,71,2.54,144,327,480,200,2.89,0.478,3.229,19,4.2,0.529,0.6,7.055,0.733,0.705,141,122,19,226,36,2.12,353,106,106,0,0,0,0,0,0.99,0,0,2.2,0.261,0.244,0.61,0,31,".75 cup,  (1 NLEA serving)",,,0
8305,"CEREALS RTE,POST,WAFFLE CRISP",2.5,390,6.6,5.0,2.9,83,4.4,34.7,24,9,72,237,212,596,7.5,0.2,,19.9,0,1.25,1.4,16.7,,1.7,333,314,19,553,15.5,5.0,2500,740,738,12,18,0,0,286,0.4,3.3,133,1.2,0.9,1.7,1.7,0,30,"1 cup,  (1 NLEA serving)",,,0
8309,"CEREALS RTE,KELLOGG,KELLOGG'S HONEY CRUNCH CORN FLAKES",3.0,385,6.8,1.9,2.1,87,3.4,33,22,6.2,22,60,102,700,0.3,0.1,0.15,5.1,20,1.25,1.5,16.6,0.217,1.7,333,314,19,553,7.9,5.0,1670,502,464,37,56,0,0,784,0.57,3.5,140,0.2,0.3,1.0,0.6,0,30,".75 cup,  (1 NLEA serving)",,,0
8318,"CEREALS RTE,KELLOGG,KELLOGG'S SMART START ANTIOXIDANTS CRL",2.5,371,7.5,1.5,1.7,86.8,5.4,27.79,29,36,29,131,182,398,30.0,0.263,,28.7,30,3.0,3.4,40.0,,4.0,800,781,19,1347,14.9,12.0,2500,688,675,0,150,0,0,80,27,2,80,1.1,0.3,0.1,0.5,0,50,"1 cup,  (1 NLEA serving)",,,0
8319,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",4.8,350,9.19,1.6,1.05,83.4,10.8,20.29,28,30,86,368,363,2,2.79,,,,0,0.68,0.79,9.3,,0.93,370,351,19,616,,3.0,6,0,0,,,,,,,,,,0.4,0.2,0.89,0,54,"21 biscuits,  (1 NLEA serving)",,,0
8346,"CEREALS RTE,MALT-O-MEAL,COLOSSAL CRUNCH",2.5,401,3.64,5.28,6.99,81.59,1.7,42.5,0,30,5,57,110,806,12.5,0.06,,6,20,1.25,1.41,16.67,,1.66,667,648,19,1121,9,5.0,1667,479,475,24,37,0,0,635,0.15,3.3,133,0,2.24,1.47,0.69,0,30,".75 cup,  (1 NLEA serving)",,,0
8347,"CEREALS RTE,MALT-O-MEAL,BERRY COLOSSAL CRUNCH",2.5,396,4.19,4.17,2.59,86.55,1.8,41.66,33,30,11,75,109,633,12.5,0.12,,8,20,1.25,1.41,16.67,,1.66,667,648,19,1121,,5.0,1667,83,,,,,,,0.5,3.3,133,0,1.214,1.274,0.996,0,30,".75 cup,  (1 NLEA serving)",,,0
8348,"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",3.4,346,6.07,1.12,2.8,86.4,0.4,7.82,7,27.27,24,121,114,924,11.35,0.242,,,18.2,1.13,1.28,15.14,,1.51,1210,1206,4,2054,,4.55,1515,455,,,,,,,0,3,121,0,0.0,0.3,0.34,0,33,"1.25 cup,  (1 NLEA serving)",,,0
8349,"CEREALS RTE,MALT-O-MEAL,TOOTIE FRUITIES",2.5,391,4.69,3.2,3.67,85.94,2.2,45.31,313,28.12,24,78,104,453,11.72,0.064,,9.9,18.8,1.16,1.33,15.63,,1.55,625,606,19,1049,5.8,4.69,1563,448,444,24,37,0,0,625,0.01,3.1,125,0.1,0.687,1.47,0.976,0,32,"1 cup,  (1 NLEA serving)",,,0
8351,"CEREALS RTE,QUAKER,MOTHER'S PNUT BUTTER BUMPERS CRL",2.5,407,7.62,7.33,2.87,79.68,2.5,29.29,23,1.97,74,213,296,774,1.42,,,,0,0.18,0.07,2.7,,0.12,24,0,24,24,,0.0,159,8,0,,,,,,3.71,0,0,,1.45,3.11,2.25,0,33,"1 cup,  (1 NLEA serving)",,,0
8352,"CEREALS RTE,QUAKER,MOTHER'S TSTD OAT BRAN CRL",4.0,372,11.45,5.04,4.1,75.41,8.6,15.57,58,4.07,136,429,489,653,2.89,,,,0,0.55,0.32,1.8,,0.13,36,,36,36,,0.0,63,3,,,,,,,4.49,0,0,,0.89,1.65,1.82,0,32,".75 cup,  (1 NLEA serving)",,,0
8353,"CEREALS RTE,QUAKER,MOTHER'S CINN OAT CRUNCH",2.75,382,10.6,4.56,2.3,79.79,8.1,25.37,50,3.24,106,347,325,275,2.63,,,,0.8,0.42,0.11,1.89,,0.13,37,0,37,37,,0.0,17,1,0,,,,,,4.53,0,0,,0.82,1.49,1.46,0,60,"1 cup,  (1 NLEA serving)",,,0
8354,"CEREALS RTE,QUAKER,MOTHER'S GRAHAM BUMPERS",2.5,379,4.55,1.45,2.61,88.89,2.6,44.33,18,1.87,57,156,199,758,1.04,,,,0.3,0.16,0.05,1.12,,0.06,15,0,15,15,,0.0,162,8,0,,,,,,2.51,,,,0.28,0.33,0.69,0,28,".75 cup,  (1 NLEA serving)",,,0
8365,"CEREALS RTE,QUAKER,SHREDDED WHEAT,BAGGED CRL",4.2,348,11.24,2.01,1.54,81.01,11.8,0.81,45,3.33,172,362,358,4,2.54,,,,0,0.226,0.105,5.24,,0.256,51,0,51,51,,0.0,0,0,,,,,,,0,0,0,,0.405,0.304,1.216,0,63,"3 biscuits,  (1 NLEA serving)",,,0
8370,"CEREALS RTE,GENERAL MILLS,RICE CRUNCHINS",,381,4.76,2.38,,80.95,4.8,9.52,0,5.14,,,,238,,,,,42.9,1.071,1.214,14.286,,1.429,286,,,,,4.29,3571,,,,,,,,,7.1,286,,0.0,,,0,21,"1 bowl, (3/4 cup) (1 NLEA serving)",,,0
8376,"CEREALS RTE,KELLOGG,KELLOGG'S MARSHMLLW FROOT LOOPS",2.5,376,4.59,2.79,0.8,89.3,7.4,49.9,9,15.5,25,65,95,393,5.19,0.086,,8.5,52,1.28,1.47,17.2,,1.72,345,326,19,573,5.8,5.19,1724,507,505,12,19,0,0,283,0.3,3.5,138,0.6,1.5,0.5,0.69,0,29,"1 cup,  (1 NLEA serving)",,,0
8380,"CEREALS RTE,KELLOGG,KELLOGG'S,RAISIN BRAN CRUNCH",5.0,354,6.59,1.79,1.7,84.9,8,35.2,35,8.5,88,226,246,358,2.79,0.361,,4.6,2,0.7,0.8,9.39,,0.93,189,170,19,308,18.7,2.79,943,283,283,0,0,0,0,76,0.44,1.9,75,1.5,0.4,0.3,0.69,0,53,"1 cup,  (1 NLEA serving)",,,0
8383,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K RED BERRIES",3.0,358,6.3,1.29,2.29,87.09,8.5,29.7,24,26.1,59,166,229,619,1.29,0.246,,13,68,1.69,1.91,22.6,,2.25,452,433,19,755,14.3,6.8,1667,499,498,0,3,0,0,66,15.3,3.3,134,1.2,0.3,0.3,0.5,0,31,"1 cup,  (1 NLEA serving)",,,0
8384,"CEREALS RTE,KELLOGG,KELLOGG'S MINI-WHEATS,UNFROSTED BITE SZE",4.4,342,11.6,2.0,1,81,13.8,0.4,35,29.5,110,469,463,2,2.7,,,,0,0.68,0.77,9.1,,0.91,364,336,28,599,,2.7,7,,,,,,,,0.67,,,,0.5,0.3,1.1,0,55,"30 biscuits,  (1 NLEA serving)",,,0
8386,"CEREALS RTE,KASHI GOLEAN CRUNCH!",3.5,367,16.7,5.9,2.5,71.4,14.5,24,59,2.79,82,251,613,186,0.4,1.111,,17.1,1,0.07,0.02,0.5,,0.02,57,0,57,57,20.2,0.0,15,1,0,0,9,0,0,73,1.33,0,0,3.7,0.8,2.4,2.09,0,53,".75 Cup,  (1 NLEA serving)",,,0
8388,"CEREALS RTE,KASHI 7 WHL GRAIN PUFFS",4.0,336,13.0,2.3,2.1,78.6,8,0.93,38,3,153,240,277,9,3.11,0.428,3.962,37.2,0,0.12,0.14,3.2,1.031,0.373,27,0,27,27,31.8,0.0,4,0,0,0,2,0,0,135,1.06,0,0,2.6,0.463,0.58,1.053,0,19,"1 cup,  (1 NLEA serving)",,,0
8389,"CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS",3.0,349,10.0,1.8,6.2,79,6,21.8,43,2.5,114,264,222,8,2.51,0.374,3.151,31.6,0,0.1,0.121,2.6,0.968,0.236,26,0,26,26,30.4,0.0,0,0,0,0,0,0,0,135,0.84,,,2,0.359,0.558,0.866,0,30,"1 cup,  (1 NLEA serving)",,,0
8390,"CEREALS RTE,KASHI GOOD FRIENDS",2.0,299,9.4,3.2,6.59,79.3,21.7,18.8,26,4.1,18,236,366,204,2.59,0.398,,24.5,0,0.264,0.181,3.257,,0.317,47,0,47,47,24.7,0.0,127,6,0,36,58,0,0,572,2.39,0,0,2.4,0.5,0.6,1.1,0,53,"1 cup,  (1 NLEA serving)",,,0
8393,"CEREALS RTE,KASHI GOLEAN",3.0,311,24.89,2.2,2.7,67.19,20.1,16.5,119,6.09,101,301,845,177,1.7,1.449,2.788,17.1,0,0.23,0.1,1.7,,0.14,107,0,107,107,35.2,0.0,106,5,0,25,51,0,0,392,0.38,0,0,1.6,0.4,0.3,0.69,0,52,"1 cup,  (1 NLEA serving)",,,0
8409,"CEREALS RTE,MALT-O-MEAL,FRSTD FLAKES",3.0,389,4.25,0.87,1.68,90.2,1.2,39.27,3,11.6,12,46,82,451,0.24,0.12,,5.5,19.4,1.21,1.37,16.12,,1.61,323,304,19,536,5.4,4.84,1613,454,448,36,54,0,0,763,0.09,3.2,129,0.2,0.107,0.171,0.435,0,31,".75 cup,  (1 NLEA serving)",,,0
8435,"CEREALS RTE,UNCLE SAM CRL",4.43,346,15.98,11.6,2.21,65.78,20.3,1.56,95,4.03,206,374,446,206,3.87,0.752,3.61,88.3,2.4,0.679,0.127,4.803,0.621,0.956,53,0,53,53,49.5,0.0,0,0,0,0,0,0,0,331,0.9,0,0,1.8,0.946,1.419,5.987,0,55,".75 cup,  (1 NLEA serving)",,,0
8459,"CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE",5.05,351,8.7,1.5,0.5,84.7,10.3,22.7,30,29.5,82,349,345,6,2.7,,,,0,0.68,0.77,9.1,,0.91,364,336,28,599,,2.7,5,2,,0,3,0,0,0,0.67,0,0,,0.4,0.2,0.8,0,55,"25 biscuits,  (1 NLEA serving)",,,0
8462,"CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT",5.0,338,12.0,1.4,2.6,79,11.2,12.4,29,3.1,81,225,342,4,1.5,0.413,,67.3,0,0.364,0.109,5.2,,0.285,36,0,36,36,29.7,0.0,0,0,0,0,0,0,0,0,0.96,0,0,1.8,0.3,0.2,0.9,0,54,"29 biscuits,  (1 NLEA serving)",,,0
8463,"CEREALS RTE,KASHI ORGANIC PROMISE,STRAWBERRY FIELDS",3.1,358,9.4,0.7,3.3,83.5,5,20.5,14,1.8,43,98,123,337,0.9,,,,19,0.23,0.04,3.4,,0.1,,,,,,,3,,,,,,,,,,,,0.1,0.1,0.2,0,55,"1 cup,  (1 NLEA serving)",,,0
8471,"CEREALS RTE,KELLOGG'S,SPL K PROT PLUS",3.0,359,31.2,2.6,2.6,60.6,8.3,20.3,79,25.3,95,359,391,601,3.3,,,,66,1.64,1.86,21.9,,2.19,438,419,19,731,,6.6,2344,,,,,,,,22.11,0,0,,0.5,0.3,1.6,0,32,".75 cup,  (1 NLEA serving)",,,0
8476,"CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS",1.88,379,3.45,1.72,3.29,89.66,3.4,37.93,14,31.03,28,69,121,759,12.93,,,,20.7,1.293,1.466,17.241,,1.724,690,,,,,5.17,1724,,,,,,,,,3.4,138,,0.585,0.495,0.585,0,29,1.333 cup,,,0
8478,"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS",2.76,370,5.77,0.89,0.86,89.72,2.6,51.34,11,7.92,46,222,204,204,7.3,0.296,0.852,27.2,27.6,1.74,2.167,25.167,0.317,2.067,741,728,13,1250,14.4,6.67,1852,555,554,0,2,0,0,94,0.43,3.8,151,1.1,0.161,0.22,0.349,0,27,".75 cup,  (1 NLEA serving)",37,1 cup,0
